100,100,2,2,300,0
100,100,2,2,300,50
100,100,2,2,300,100
100,100,2,2,500,0
100,100,2,2,500,50
100,100,2,2,500,100
100,100,2,2,700,0
100,100,2,2,700,50
100,100,2,2,700,100
100,100,2,4,300,0
100,100,2,4,300,50
100,100,2,4,300,100
100,100,2,4,500,0
100,100,2,4,500,50
100,100,2,4,500,100
100,100,2,4,700,0
100,100,2,4,700,50
100,100,2,4,700,100
100,100,2,6,300,0
100,100,2,6,300,50
100,100,2,6,300,100
100,100,2,6,500,0
100,100,2,6,500,50
100,100,2,6,500,100
100,100,2,6,700,0
100,100,2,6,700,50
100,100,2,6,700,100
100,100,3,2,300,0
100,100,3,2,300,50
100,100,3,2,300,100
100,100,3,2,500,0
100,100,3,2,500,50
100,100,3,2,500,100
100,100,3,2,700,0
100,100,3,2,700,50
100,100,3,2,700,100
100,100,3,4,300,0
100,100,3,4,300,50
100,100,3,4,300,100
100,100,3,4,500,0
100,100,3,4,500,50
100,100,3,4,500,100
100,100,3,4,700,0
100,100,3,4,700,50
100,100,3,4,700,100
100,100,3,6,300,0
100,100,3,6,300,50
100,100,3,6,300,100
100,100,3,6,500,0
100,100,3,6,500,50
100,100,3,6,500,100
100,100,3,6,700,0
100,100,3,6,700,50
100,100,3,6,700,100
100,100,4,2,300,0
100,100,4,2,300,50
100,100,4,2,300,100
100,100,4,2,500,0
100,100,4,2,500,50
100,100,4,2,500,100
100,100,4,2,700,0
100,100,4,2,700,50
100,100,4,2,700,100
100,100,4,4,300,0
100,100,4,4,300,50
100,100,4,4,300,100
100,100,4,4,500,0
100,100,4,4,500,50
100,100,4,4,500,100
100,100,4,4,700,0
100,100,4,4,700,50
100,100,4,4,700,100
100,100,4,6,300,0
100,100,4,6,300,50
100,100,4,6,300,100
100,100,4,6,500,0
100,100,4,6,500,50
100,100,4,6,500,100
100,100,4,6,700,0
100,100,4,6,700,50
100,100,4,6,700,100
100,100,6,2,300,0
100,100,6,2,300,50
100,100,6,2,300,100
100,100,6,2,500,0
100,100,6,2,500,50
100,100,6,2,500,100
100,100,6,2,700,0
100,100,6,2,700,50
100,100,6,2,700,100
100,100,6,4,300,0
100,100,6,4,300,50
100,100,6,4,300,100
100,100,6,4,500,0
100,100,6,4,500,50
100,100,6,4,500,100
100,100,6,4,700,0
100,100,6,4,700,50
100,100,6,4,700,100
100,100,6,6,300,0
100,100,6,6,300,50
100,100,6,6,300,100
100,100,6,6,500,0
100,100,6,6,500,50
100,100,6,6,500,100
100,100,6,6,700,0
100,100,6,6,700,50
100,100,6,6,700,100
100,50,2,2,300,0
100,50,2,2,300,50
100,50,2,2,300,100
100,50,2,2,500,0
100,50,2,2,500,50
100,50,2,2,500,100
100,50,2,2,700,0
100,50,2,2,700,50
100,50,2,2,700,100
100,50,2,4,300,0
100,50,2,4,300,50
100,50,2,4,300,100
100,50,2,4,500,0
100,50,2,4,500,50
100,50,2,4,500,100
100,50,2,4,700,0
100,50,2,4,700,50
100,50,2,4,700,100
100,50,2,6,300,0
100,50,2,6,300,50
100,50,2,6,300,100
100,50,2,6,500,0
100,50,2,6,500,50
100,50,2,6,500,100
100,50,2,6,700,0
100,50,2,6,700,50
100,50,2,6,700,100
100,50,3,2,300,0
100,50,3,2,300,50
100,50,3,2,300,100
100,50,3,2,500,0
100,50,3,2,500,50
100,50,3,2,500,100
100,50,3,2,700,0
100,50,3,2,700,50
100,50,3,2,700,100
100,50,3,4,300,0
100,50,3,4,300,50
100,50,3,4,300,100
100,50,3,4,500,0
100,50,3,4,500,50
100,50,3,4,500,100
100,50,3,4,700,0
100,50,3,4,700,50
100,50,3,4,700,100
100,50,3,6,300,0
100,50,3,6,300,50
100,50,3,6,300,100
100,50,3,6,500,0
100,50,3,6,500,50
100,50,3,6,500,100
100,50,3,6,700,0
100,50,3,6,700,50
100,50,3,6,700,100
100,50,4,2,300,0
100,50,4,2,300,50
100,50,4,2,300,100
100,50,4,2,500,0
100,50,4,2,500,50
100,50,4,2,500,100
100,50,4,2,700,0
100,50,4,2,700,50
100,50,4,2,700,100
100,50,4,4,300,0
100,50,4,4,300,50
100,50,4,4,300,100
100,50,4,4,500,0
100,50,4,4,500,50
100,50,4,4,500,100
100,50,4,4,700,0
100,50,4,4,700,50
100,50,4,4,700,100
100,50,4,6,300,0
100,50,4,6,300,50
100,50,4,6,300,100
100,50,4,6,500,0
100,50,4,6,500,50
100,50,4,6,500,100
100,50,4,6,700,0
100,50,4,6,700,50
100,50,4,6,700,100
100,50,6,2,300,0
100,50,6,2,300,50
100,50,6,2,300,100
100,50,6,2,500,0
100,50,6,2,500,50
100,50,6,2,500,100
100,50,6,2,700,0
100,50,6,2,700,50
100,50,6,2,700,100
100,50,6,4,300,0
100,50,6,4,300,50
100,50,6,4,300,100
100,50,6,4,500,0
100,50,6,4,500,50
100,50,6,4,500,100
100,50,6,4,700,0
100,50,6,4,700,50
100,50,6,4,700,100
100,50,6,6,300,0
100,50,6,6,300,50
100,50,6,6,300,100
100,50,6,6,500,0
100,50,6,6,500,50
100,50,6,6,500,100
100,50,6,6,700,0
100,50,6,6,700,50
100,50,6,6,700,100
100,25,2,2,300,0
100,25,2,2,300,50
100,25,2,2,300,100
100,25,2,2,500,0
100,25,2,2,500,50
100,25,2,2,500,100
100,25,2,2,700,0
100,25,2,2,700,50
100,25,2,2,700,100
100,25,2,4,300,0
100,25,2,4,300,50
100,25,2,4,300,100
100,25,2,4,500,0
100,25,2,4,500,50
100,25,2,4,500,100
100,25,2,4,700,0
100,25,2,4,700,50
100,25,2,4,700,100
100,25,2,6,300,0
100,25,2,6,300,50
100,25,2,6,300,100
100,25,2,6,500,0
100,25,2,6,500,50
100,25,2,6,500,100
100,25,2,6,700,0
100,25,2,6,700,50
100,25,2,6,700,100
100,25,3,2,300,0
100,25,3,2,300,50
100,25,3,2,300,100
100,25,3,2,500,0
100,25,3,2,500,50
100,25,3,2,500,100
100,25,3,2,700,0
100,25,3,2,700,50
100,25,3,2,700,100
100,25,3,4,300,0
100,25,3,4,300,50
100,25,3,4,300,100
100,25,3,4,500,0
100,25,3,4,500,50
100,25,3,4,500,100
100,25,3,4,700,0
100,25,3,4,700,50
100,25,3,4,700,100
100,25,3,6,300,0
100,25,3,6,300,50
100,25,3,6,300,100
100,25,3,6,500,0
100,25,3,6,500,50
100,25,3,6,500,100
100,25,3,6,700,0
100,25,3,6,700,50
100,25,3,6,700,100
100,25,4,2,300,0
100,25,4,2,300,50
100,25,4,2,300,100
100,25,4,2,500,0
100,25,4,2,500,50
100,25,4,2,500,100
100,25,4,2,700,0
100,25,4,2,700,50
100,25,4,2,700,100
100,25,4,4,300,0
100,25,4,4,300,50
100,25,4,4,300,100
100,25,4,4,500,0
100,25,4,4,500,50
100,25,4,4,500,100
100,25,4,4,700,0
100,25,4,4,700,50
100,25,4,4,700,100
100,25,4,6,300,0
100,25,4,6,300,50
100,25,4,6,300,100
100,25,4,6,500,0
100,25,4,6,500,50
100,25,4,6,500,100
100,25,4,6,700,0
100,25,4,6,700,50
100,25,4,6,700,100
100,25,6,2,300,0
100,25,6,2,300,50
100,25,6,2,300,100
100,25,6,2,500,0
100,25,6,2,500,50
100,25,6,2,500,100
100,25,6,2,700,0
100,25,6,2,700,50
100,25,6,2,700,100
100,25,6,4,300,0
100,25,6,4,300,50
100,25,6,4,300,100
100,25,6,4,500,0
100,25,6,4,500,50
100,25,6,4,500,100
100,25,6,4,700,0
100,25,6,4,700,50
100,25,6,4,700,100
100,25,6,6,300,0
100,25,6,6,300,50
100,25,6,6,300,100
100,25,6,6,500,0
100,25,6,6,500,50
100,25,6,6,500,100
100,25,6,6,700,0
100,25,6,6,700,50
100,25,6,6,700,100
100,0,2,2,300,0
100,0,2,2,300,50
100,0,2,2,300,100
100,0,2,2,500,0
100,0,2,2,500,50
100,0,2,2,500,100
100,0,2,2,700,0
100,0,2,2,700,50
100,0,2,2,700,100
100,0,2,4,300,0
100,0,2,4,300,50
100,0,2,4,300,100
100,0,2,4,500,0
100,0,2,4,500,50
100,0,2,4,500,100
100,0,2,4,700,0
100,0,2,4,700,50
100,0,2,4,700,100
100,0,2,6,300,0
100,0,2,6,300,50
100,0,2,6,300,100
100,0,2,6,500,0
100,0,2,6,500,50
100,0,2,6,500,100
100,0,2,6,700,0
100,0,2,6,700,50
100,0,2,6,700,100
100,0,3,2,300,0
100,0,3,2,300,50
100,0,3,2,300,100
100,0,3,2,500,0
100,0,3,2,500,50
100,0,3,2,500,100
100,0,3,2,700,0
100,0,3,2,700,50
100,0,3,2,700,100
100,0,3,4,300,0
100,0,3,4,300,50
100,0,3,4,300,100
100,0,3,4,500,0
100,0,3,4,500,50
100,0,3,4,500,100
100,0,3,4,700,0
100,0,3,4,700,50
100,0,3,4,700,100
100,0,3,6,300,0
100,0,3,6,300,50
100,0,3,6,300,100
100,0,3,6,500,0
100,0,3,6,500,50
100,0,3,6,500,100
100,0,3,6,700,0
100,0,3,6,700,50
100,0,3,6,700,100
100,0,4,2,300,0
100,0,4,2,300,50
100,0,4,2,300,100
100,0,4,2,500,0
100,0,4,2,500,50
100,0,4,2,500,100
100,0,4,2,700,0
100,0,4,2,700,50
100,0,4,2,700,100
100,0,4,4,300,0
100,0,4,4,300,50
100,0,4,4,300,100
100,0,4,4,500,0
100,0,4,4,500,50
100,0,4,4,500,100
100,0,4,4,700,0
100,0,4,4,700,50
100,0,4,4,700,100
100,0,4,6,300,0
100,0,4,6,300,50
100,0,4,6,300,100
100,0,4,6,500,0
100,0,4,6,500,50
100,0,4,6,500,100
100,0,4,6,700,0
100,0,4,6,700,50
100,0,4,6,700,100
100,0,6,2,300,0
100,0,6,2,300,50
100,0,6,2,300,100
100,0,6,2,500,0
100,0,6,2,500,50
100,0,6,2,500,100
100,0,6,2,700,0
100,0,6,2,700,50
100,0,6,2,700,100
100,0,6,4,300,0
100,0,6,4,300,50
100,0,6,4,300,100
100,0,6,4,500,0
100,0,6,4,500,50
100,0,6,4,500,100
100,0,6,4,700,0
100,0,6,4,700,50
100,0,6,4,700,100
100,0,6,6,300,0
100,0,6,6,300,50
100,0,6,6,300,100
100,0,6,6,500,0
100,0,6,6,500,50
100,0,6,6,500,100
100,0,6,6,700,0
100,0,6,6,700,50
100,0,6,6,700,100
50,100,2,2,300,0
50,100,2,2,300,50
50,100,2,2,300,100
50,100,2,2,500,0
50,100,2,2,500,50
50,100,2,2,500,100
50,100,2,2,700,0
50,100,2,2,700,50
50,100,2,2,700,100
50,100,2,4,300,0
50,100,2,4,300,50
50,100,2,4,300,100
50,100,2,4,500,0
50,100,2,4,500,50
50,100,2,4,500,100
50,100,2,4,700,0
50,100,2,4,700,50
50,100,2,4,700,100
50,100,2,6,300,0
50,100,2,6,300,50
50,100,2,6,300,100
50,100,2,6,500,0
50,100,2,6,500,50
50,100,2,6,500,100
50,100,2,6,700,0
50,100,2,6,700,50
50,100,2,6,700,100
50,100,3,2,300,0
50,100,3,2,300,50
50,100,3,2,300,100
50,100,3,2,500,0
50,100,3,2,500,50
50,100,3,2,500,100
50,100,3,2,700,0
50,100,3,2,700,50
50,100,3,2,700,100
50,100,3,4,300,0
